site,hit,question,category,worker,worktime,answer
scratchpad,2,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A19G248ZRHWWHT,198,1
scratchpad,2,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A19G248ZRHWWHT,198,5
scratchpad,2,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A19G248ZRHWWHT,198,1
scratchpad,2,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A19G248ZRHWWHT,198,5
scratchpad,2,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A19G248ZRHWWHT,198,4
scratchpad,2,The website often did not act as I thought it would,Error Prevention,A19G248ZRHWWHT,198,1
scratchpad,2,I found I could navigate the website without any problems,Error Prevention,A19G248ZRHWWHT,198,5
scratchpad,2,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A19HCBT1EH8484,601,1
scratchpad,2,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A19HCBT1EH8484,601,5
scratchpad,2,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A19HCBT1EH8484,601,1
scratchpad,2,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A19HCBT1EH8484,601,5
scratchpad,2,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A19HCBT1EH8484,601,5
scratchpad,2,The website often did not act as I thought it would,Error Prevention,A19HCBT1EH8484,601,1
scratchpad,2,I found I could navigate the website without any problems,Error Prevention,A19HCBT1EH8484,601,5
scratchpad,2,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,AAWKOMPUB02SL,58,1
scratchpad,2,I could understand how to do what I wanted to without trouble,Recognition rather than recall,AAWKOMPUB02SL,58,5
scratchpad,2,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,AAWKOMPUB02SL,58,2
scratchpad,2,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,AAWKOMPUB02SL,58,3
scratchpad,2,I could find helpful information on the website if I couldn't understand something,Help and Documentation,AAWKOMPUB02SL,58,3
scratchpad,2,The website often did not act as I thought it would,Error Prevention,AAWKOMPUB02SL,58,1
scratchpad,2,I found I could navigate the website without any problems,Error Prevention,AAWKOMPUB02SL,58,5
scratchpad,2,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A34AL11AXC9KK8,197,1
scratchpad,2,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A34AL11AXC9KK8,197,5
scratchpad,2,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A34AL11AXC9KK8,197,1
scratchpad,2,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A34AL11AXC9KK8,197,5
scratchpad,2,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A34AL11AXC9KK8,197,5
scratchpad,2,The website often did not act as I thought it would,Error Prevention,A34AL11AXC9KK8,197,2
scratchpad,2,I found I could navigate the website without any problems,Error Prevention,A34AL11AXC9KK8,197,5
scratchpad,2,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,AJMWITY1XT7H7,246,1
scratchpad,2,I could understand how to do what I wanted to without trouble,Recognition rather than recall,AJMWITY1XT7H7,246,3
scratchpad,2,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,AJMWITY1XT7H7,246,3
scratchpad,2,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,AJMWITY1XT7H7,246,2
scratchpad,2,I could find helpful information on the website if I couldn't understand something,Help and Documentation,AJMWITY1XT7H7,246,1
scratchpad,2,The website often did not act as I thought it would,Error Prevention,AJMWITY1XT7H7,246,1
scratchpad,2,I found I could navigate the website without any problems,Error Prevention,AJMWITY1XT7H7,246,4
scratchpad,2,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A2NBQXD2V7045H,466,2
scratchpad,2,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A2NBQXD2V7045H,466,5
scratchpad,2,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A2NBQXD2V7045H,466,1
scratchpad,2,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A2NBQXD2V7045H,466,5
scratchpad,2,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A2NBQXD2V7045H,466,4
scratchpad,2,The website often did not act as I thought it would,Error Prevention,A2NBQXD2V7045H,466,2
scratchpad,2,I found I could navigate the website without any problems,Error Prevention,A2NBQXD2V7045H,466,5
scratchpad,2,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A2GY4KKNZ73T5B,2128,1
scratchpad,2,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A2GY4KKNZ73T5B,2128,5
scratchpad,2,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A2GY4KKNZ73T5B,2128,3
scratchpad,2,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A2GY4KKNZ73T5B,2128,3
scratchpad,2,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A2GY4KKNZ73T5B,2128,3
scratchpad,2,The website often did not act as I thought it would,Error Prevention,A2GY4KKNZ73T5B,2128,2
scratchpad,2,I found I could navigate the website without any problems,Error Prevention,A2GY4KKNZ73T5B,2128,5
scratchpad,2,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A3774HPOUKYTX7,459,2
scratchpad,2,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A3774HPOUKYTX7,459,5
scratchpad,2,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A3774HPOUKYTX7,459,1
scratchpad,2,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A3774HPOUKYTX7,459,5
scratchpad,2,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A3774HPOUKYTX7,459,4
scratchpad,2,The website often did not act as I thought it would,Error Prevention,A3774HPOUKYTX7,459,1
scratchpad,2,I found I could navigate the website without any problems,Error Prevention,A3774HPOUKYTX7,459,5
scratchpad,2,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A3SW1BXR31CZY0,36,1
scratchpad,2,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A3SW1BXR31CZY0,36,4
scratchpad,2,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A3SW1BXR31CZY0,36,1
scratchpad,2,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A3SW1BXR31CZY0,36,1
scratchpad,2,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A3SW1BXR31CZY0,36,2
scratchpad,2,The website often did not act as I thought it would,Error Prevention,A3SW1BXR31CZY0,36,1
scratchpad,2,I found I could navigate the website without any problems,Error Prevention,A3SW1BXR31CZY0,36,5
scratchpad,2,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A80PZ8RASZZJI,99,1
scratchpad,2,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A80PZ8RASZZJI,99,5
scratchpad,2,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A80PZ8RASZZJI,99,1
scratchpad,2,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A80PZ8RASZZJI,99,5
scratchpad,2,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A80PZ8RASZZJI,99,4
scratchpad,2,The website often did not act as I thought it would,Error Prevention,A80PZ8RASZZJI,99,1
scratchpad,2,I found I could navigate the website without any problems,Error Prevention,A80PZ8RASZZJI,99,5
scratchpad,2,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,AQ4PB1PVI9U7V,616,1
scratchpad,2,I could understand how to do what I wanted to without trouble,Recognition rather than recall,AQ4PB1PVI9U7V,616,5
scratchpad,2,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,AQ4PB1PVI9U7V,616,1
scratchpad,2,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,AQ4PB1PVI9U7V,616,5
scratchpad,2,I could find helpful information on the website if I couldn't understand something,Help and Documentation,AQ4PB1PVI9U7V,616,5
scratchpad,2,The website often did not act as I thought it would,Error Prevention,AQ4PB1PVI9U7V,616,1
scratchpad,2,I found I could navigate the website without any problems,Error Prevention,AQ4PB1PVI9U7V,616,5
scratchpad,2,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A2TUNPP2GOQ1N3,150,1
scratchpad,2,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A2TUNPP2GOQ1N3,150,1
scratchpad,2,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A2TUNPP2GOQ1N3,150,0
scratchpad,2,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A2TUNPP2GOQ1N3,150,0
scratchpad,2,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A2TUNPP2GOQ1N3,150,1
scratchpad,2,The website often did not act as I thought it would,Error Prevention,A2TUNPP2GOQ1N3,150,1
scratchpad,2,I found I could navigate the website without any problems,Error Prevention,A2TUNPP2GOQ1N3,150,1
scratchpad,3,I was asked if I was sure about doing something that would make a change,Error Prevention,AEDV0CBBPU0RE,27,2
scratchpad,3,I could understand what the website was doing,Visibility of System Status,AEDV0CBBPU0RE,27,5
scratchpad,3,I found it difficult to understand what was going on,Visibility of System Status,AEDV0CBBPU0RE,27,2
scratchpad,3,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,AEDV0CBBPU0RE,27,2
scratchpad,3,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,AEDV0CBBPU0RE,27,5
scratchpad,3,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",AEDV0CBBPU0RE,27,1
scratchpad,3,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,AEDV0CBBPU0RE,27,4
scratchpad,3,I was asked if I was sure about doing something that would make a change,Error Prevention,AJMWITY1XT7H7,29,1
scratchpad,3,I could understand what the website was doing,Visibility of System Status,AJMWITY1XT7H7,29,5
scratchpad,3,I found it difficult to understand what was going on,Visibility of System Status,AJMWITY1XT7H7,29,1
scratchpad,3,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,AJMWITY1XT7H7,29,1
scratchpad,3,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,AJMWITY1XT7H7,29,5
scratchpad,3,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",AJMWITY1XT7H7,29,1
scratchpad,3,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,AJMWITY1XT7H7,29,5
scratchpad,3,I was asked if I was sure about doing something that would make a change,Error Prevention,A3774HPOUKYTX7,40,3
scratchpad,3,I could understand what the website was doing,Visibility of System Status,A3774HPOUKYTX7,40,5
scratchpad,3,I found it difficult to understand what was going on,Visibility of System Status,A3774HPOUKYTX7,40,1
scratchpad,3,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A3774HPOUKYTX7,40,1
scratchpad,3,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A3774HPOUKYTX7,40,4
scratchpad,3,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A3774HPOUKYTX7,40,1
scratchpad,3,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A3774HPOUKYTX7,40,5
scratchpad,3,I was asked if I was sure about doing something that would make a change,Error Prevention,A2NXDGNJXC6KFJ,44,3
scratchpad,3,I could understand what the website was doing,Visibility of System Status,A2NXDGNJXC6KFJ,44,3
scratchpad,3,I found it difficult to understand what was going on,Visibility of System Status,A2NXDGNJXC6KFJ,44,0
scratchpad,3,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A2NXDGNJXC6KFJ,44,5
scratchpad,3,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A2NXDGNJXC6KFJ,44,4
scratchpad,3,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A2NXDGNJXC6KFJ,44,3
scratchpad,3,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A2NXDGNJXC6KFJ,44,3
scratchpad,3,I was asked if I was sure about doing something that would make a change,Error Prevention,A3SW1BXR31CZY0,54,0
scratchpad,3,I could understand what the website was doing,Visibility of System Status,A3SW1BXR31CZY0,54,1
scratchpad,3,I found it difficult to understand what was going on,Visibility of System Status,A3SW1BXR31CZY0,54,1
scratchpad,3,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A3SW1BXR31CZY0,54,2
scratchpad,3,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A3SW1BXR31CZY0,54,5
scratchpad,3,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A3SW1BXR31CZY0,54,1
scratchpad,3,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A3SW1BXR31CZY0,54,5
scratchpad,3,I was asked if I was sure about doing something that would make a change,Error Prevention,ADAIY3ZVOWQFB,60,1
scratchpad,3,I could understand what the website was doing,Visibility of System Status,ADAIY3ZVOWQFB,60,5
scratchpad,3,I found it difficult to understand what was going on,Visibility of System Status,ADAIY3ZVOWQFB,60,1
scratchpad,3,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,ADAIY3ZVOWQFB,60,1
scratchpad,3,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,ADAIY3ZVOWQFB,60,5
scratchpad,3,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",ADAIY3ZVOWQFB,60,1
scratchpad,3,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,ADAIY3ZVOWQFB,60,5
scratchpad,3,I was asked if I was sure about doing something that would make a change,Error Prevention,A34AL11AXC9KK8,118,1
scratchpad,3,I could understand what the website was doing,Visibility of System Status,A34AL11AXC9KK8,118,5
scratchpad,3,I found it difficult to understand what was going on,Visibility of System Status,A34AL11AXC9KK8,118,1
scratchpad,3,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A34AL11AXC9KK8,118,1
scratchpad,3,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A34AL11AXC9KK8,118,5
scratchpad,3,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A34AL11AXC9KK8,118,1
scratchpad,3,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A34AL11AXC9KK8,118,4
scratchpad,3,I was asked if I was sure about doing something that would make a change,Error Prevention,A1JMINVUZ2AOZR,127,1
scratchpad,3,I could understand what the website was doing,Visibility of System Status,A1JMINVUZ2AOZR,127,5
scratchpad,3,I found it difficult to understand what was going on,Visibility of System Status,A1JMINVUZ2AOZR,127,1
scratchpad,3,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A1JMINVUZ2AOZR,127,1
scratchpad,3,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A1JMINVUZ2AOZR,127,5
scratchpad,3,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A1JMINVUZ2AOZR,127,1
scratchpad,3,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A1JMINVUZ2AOZR,127,4
scratchpad,3,I was asked if I was sure about doing something that would make a change,Error Prevention,A19G248ZRHWWHT,146,1
scratchpad,3,I could understand what the website was doing,Visibility of System Status,A19G248ZRHWWHT,146,5
scratchpad,3,I found it difficult to understand what was going on,Visibility of System Status,A19G248ZRHWWHT,146,1
scratchpad,3,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A19G248ZRHWWHT,146,1
scratchpad,3,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A19G248ZRHWWHT,146,5
scratchpad,3,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A19G248ZRHWWHT,146,1
scratchpad,3,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A19G248ZRHWWHT,146,5
scratchpad,3,I was asked if I was sure about doing something that would make a change,Error Prevention,A2GY4KKNZ73T5B,150,1
scratchpad,3,I could understand what the website was doing,Visibility of System Status,A2GY4KKNZ73T5B,150,5
scratchpad,3,I found it difficult to understand what was going on,Visibility of System Status,A2GY4KKNZ73T5B,150,1
scratchpad,3,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A2GY4KKNZ73T5B,150,1
scratchpad,3,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A2GY4KKNZ73T5B,150,5
scratchpad,3,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A2GY4KKNZ73T5B,150,1
scratchpad,3,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A2GY4KKNZ73T5B,150,4
scratchpad,3,I was asked if I was sure about doing something that would make a change,Error Prevention,A80PZ8RASZZJI,183,3
scratchpad,3,I could understand what the website was doing,Visibility of System Status,A80PZ8RASZZJI,183,5
scratchpad,3,I found it difficult to understand what was going on,Visibility of System Status,A80PZ8RASZZJI,183,2
scratchpad,3,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A80PZ8RASZZJI,183,2
scratchpad,3,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A80PZ8RASZZJI,183,5
scratchpad,3,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A80PZ8RASZZJI,183,1
scratchpad,3,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A80PZ8RASZZJI,183,0
scratchpad,3,I was asked if I was sure about doing something that would make a change,Error Prevention,AVNQIYIWOFMIR,187,1
scratchpad,3,I could understand what the website was doing,Visibility of System Status,AVNQIYIWOFMIR,187,5
scratchpad,3,I found it difficult to understand what was going on,Visibility of System Status,AVNQIYIWOFMIR,187,1
scratchpad,3,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,AVNQIYIWOFMIR,187,2
scratchpad,3,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,AVNQIYIWOFMIR,187,5
scratchpad,3,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",AVNQIYIWOFMIR,187,1
scratchpad,3,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,AVNQIYIWOFMIR,187,4
scratchpad,3,I was asked if I was sure about doing something that would make a change,Error Prevention,AU8TGJAIKEBEF,210,3
scratchpad,3,I could understand what the website was doing,Visibility of System Status,AU8TGJAIKEBEF,210,4
scratchpad,3,I found it difficult to understand what was going on,Visibility of System Status,AU8TGJAIKEBEF,210,2
scratchpad,3,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,AU8TGJAIKEBEF,210,3
scratchpad,3,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,AU8TGJAIKEBEF,210,4
scratchpad,3,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",AU8TGJAIKEBEF,210,1
scratchpad,3,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,AU8TGJAIKEBEF,210,4
scratchpad,3,I was asked if I was sure about doing something that would make a change,Error Prevention,A3UUTFA63Y9TPX,290,4
scratchpad,3,I could understand what the website was doing,Visibility of System Status,A3UUTFA63Y9TPX,290,4
scratchpad,3,I found it difficult to understand what was going on,Visibility of System Status,A3UUTFA63Y9TPX,290,2
scratchpad,3,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A3UUTFA63Y9TPX,290,2
scratchpad,3,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A3UUTFA63Y9TPX,290,4
scratchpad,3,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A3UUTFA63Y9TPX,290,2
scratchpad,3,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A3UUTFA63Y9TPX,290,4
scratchpad,3,I was asked if I was sure about doing something that would make a change,Error Prevention,A30ZBG4SIBCC2A,292,1
scratchpad,3,I could understand what the website was doing,Visibility of System Status,A30ZBG4SIBCC2A,292,5
scratchpad,3,I found it difficult to understand what was going on,Visibility of System Status,A30ZBG4SIBCC2A,292,4
scratchpad,3,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A30ZBG4SIBCC2A,292,1
scratchpad,3,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A30ZBG4SIBCC2A,292,2
scratchpad,3,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A30ZBG4SIBCC2A,292,3
scratchpad,3,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A30ZBG4SIBCC2A,292,4
scratchpad,3,I was asked if I was sure about doing something that would make a change,Error Prevention,AAWKOMPUB02SL,405,3
scratchpad,3,I could understand what the website was doing,Visibility of System Status,AAWKOMPUB02SL,405,5
scratchpad,3,I found it difficult to understand what was going on,Visibility of System Status,AAWKOMPUB02SL,405,1
scratchpad,3,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,AAWKOMPUB02SL,405,2
scratchpad,3,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,AAWKOMPUB02SL,405,4
scratchpad,3,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",AAWKOMPUB02SL,405,3
scratchpad,3,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,AAWKOMPUB02SL,405,5
scratchpad,3,I was asked if I was sure about doing something that would make a change,Error Prevention,A19HCBT1EH8484,458,5
scratchpad,3,I could understand what the website was doing,Visibility of System Status,A19HCBT1EH8484,458,4
scratchpad,3,I found it difficult to understand what was going on,Visibility of System Status,A19HCBT1EH8484,458,1
scratchpad,3,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A19HCBT1EH8484,458,2
scratchpad,3,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A19HCBT1EH8484,458,5
scratchpad,3,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A19HCBT1EH8484,458,1
scratchpad,3,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A19HCBT1EH8484,458,5
scratchpad,3,I was asked if I was sure about doing something that would make a change,Error Prevention,A3VOMP0WOJTB4I,615,5
scratchpad,3,I could understand what the website was doing,Visibility of System Status,A3VOMP0WOJTB4I,615,5
scratchpad,3,I found it difficult to understand what was going on,Visibility of System Status,A3VOMP0WOJTB4I,615,1
scratchpad,3,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A3VOMP0WOJTB4I,615,1
scratchpad,3,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A3VOMP0WOJTB4I,615,5
scratchpad,3,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A3VOMP0WOJTB4I,615,1
scratchpad,3,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A3VOMP0WOJTB4I,615,5
scratchpad,3,I was asked if I was sure about doing something that would make a change,Error Prevention,AQ4PB1PVI9U7V,616,5
scratchpad,3,I could understand what the website was doing,Visibility of System Status,AQ4PB1PVI9U7V,616,4
scratchpad,3,I found it difficult to understand what was going on,Visibility of System Status,AQ4PB1PVI9U7V,616,1
scratchpad,3,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,AQ4PB1PVI9U7V,616,1
scratchpad,3,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,AQ4PB1PVI9U7V,616,5
scratchpad,3,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",AQ4PB1PVI9U7V,616,1
scratchpad,3,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,AQ4PB1PVI9U7V,616,5
scratchpad,3,I was asked if I was sure about doing something that would make a change,Error Prevention,AWPPIW21DGL29,3015,4
scratchpad,3,I could understand what the website was doing,Visibility of System Status,AWPPIW21DGL29,3015,4
scratchpad,3,I found it difficult to understand what was going on,Visibility of System Status,AWPPIW21DGL29,3015,1
scratchpad,3,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,AWPPIW21DGL29,3015,2
scratchpad,3,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,AWPPIW21DGL29,3015,4
scratchpad,3,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",AWPPIW21DGL29,3015,1
scratchpad,3,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,AWPPIW21DGL29,3015,4
